round_id,task_name,schema_id,pair_id,score,success,best_score,final_score,timeout_flag,has_intermediate_exceptions,assignment_eligible,latest_status,evidence_class,official_c0_pct,official_c1_pct,delta_vs_c0_pp,delta_vs_c1_pp,failure_type,failure_summary,notes
outer-loop-round0,energy-ac-optimal-power-flow,orchestration-delegation,energy-ac-optimal-power-flow__orchestration-delegation,100.0,True,100.0,100.0,False,False,True,completed,measured,20.0,20.0,80.0,80.0,,,
outer-loop-round0,energy-ac-optimal-power-flow,retrieval-heavy-synthesis,energy-ac-optimal-power-flow__retrieval-heavy-synthesis,100.0,True,100.0,100.0,False,False,True,completed,measured,20.0,20.0,80.0,80.0,,,
outer-loop-round0,energy-market-pricing,analytic-pipeline,energy-market-pricing__analytic-pipeline,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,energy-market-pricing,artifact-generation,energy-market-pricing__artifact-generation,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,energy-market-pricing,engineering-composition,energy-market-pricing__engineering-composition,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,energy-market-pricing,environment-control,energy-market-pricing__environment-control,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,energy-market-pricing,methodology-guardrail,energy-market-pricing__methodology-guardrail,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,energy-market-pricing,orchestration-delegation,energy-market-pricing__orchestration-delegation,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,energy-market-pricing,retrieval-heavy-synthesis,energy-market-pricing__retrieval-heavy-synthesis,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,enterprise-information-search,analytic-pipeline,enterprise-information-search__analytic-pipeline,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,enterprise-information-search,artifact-generation,enterprise-information-search__artifact-generation,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,enterprise-information-search,engineering-composition,enterprise-information-search__engineering-composition,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,enterprise-information-search,environment-control,enterprise-information-search__environment-control,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,enterprise-information-search,methodology-guardrail,enterprise-information-search__methodology-guardrail,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,enterprise-information-search,orchestration-delegation,enterprise-information-search__orchestration-delegation,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,enterprise-information-search,retrieval-heavy-synthesis,enterprise-information-search__retrieval-heavy-synthesis,,False,,,False,False,False,unrun,missing,,,,,,,latest_status=unrun; score_basis=missing
outer-loop-round0,exceltable-in-ppt,analytic-pipeline,exceltable-in-ppt__analytic-pipeline,,False,,,False,False,False,docker_incident,infra-blocked,60.0,80.0,,,RuntimeError,RuntimeError: Docker memory too low: 0 bytes < required 16000000000 bytes,latest_status=docker_incident; infra-corrupted; score_basis=missing
outer-loop-round0,exceltable-in-ppt,artifact-generation,exceltable-in-ppt__artifact-generation,,False,,,False,False,False,docker_incident,infra-blocked,60.0,80.0,,,RuntimeError,RuntimeError: Docker memory too low: 0 bytes < required 16000000000 bytes,latest_status=docker_incident; infra-corrupted; score_basis=missing
outer-loop-round0,exceltable-in-ppt,engineering-composition,exceltable-in-ppt__engineering-composition,,False,,,False,False,False,docker_incident,infra-blocked,60.0,80.0,,,RuntimeError,RuntimeError: Docker memory too low: 0 bytes < required 16000000000 bytes,latest_status=docker_incident; infra-corrupted; score_basis=missing
outer-loop-round0,exceltable-in-ppt,environment-control,exceltable-in-ppt__environment-control,,False,,,False,False,False,docker_incident,infra-blocked,60.0,80.0,,,RuntimeError,RuntimeError: Docker memory too low: 0 bytes < required 16000000000 bytes,latest_status=docker_incident; infra-corrupted; score_basis=missing
